DepMap_ID,stripped_cell_line_name,CCLE_name,alias,COSMIC_ID,Sanger_ID,disease,disease_sutype,disease_sub_subtype,gender,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity
ACH-001366,NGP,NGP_AUTONOMIC_GANGLIA,,, ,peripheral_nervous_system,neuroblastoma, ,Male,,2.0,-3.2642368211302832,,DMEM + 10% FBS,23.7
ACH-001367,NMB,NMB_AUTONOMIC_GANGLIA,,, ,peripheral_nervous_system,neuroblastoma, ,Male,,2.0,-2.480001715645803,Adherent,DMEM + 10% FBS + 4.5g/l Glucose,59.9
ACH-001368,OACM51,OACM51_OESOPHAGUS,,1503363.0,752,esophagus,esophagus_adenocarcinoma, ,Female,,2.0,-4.978580705599545,Suspension,RPMI + 20% FBS,20.2
ACH-001369,OCIC5X,OCIC5X_OVARY,,, ,ovary,ovary_adenocarcinoma,ovary_clear_cell,Female,,2.0,-2.586834728641663,Adherent,DMEM:F12 (1:1) + 10% FBS,20.2
ACH-001373,OV17R,OV17R_OVARY,,1480361.0,986,ovary,ovary_adenocarcinoma, ,Female,,,,,,
ACH-001374,PA1,PA1_OVARY,,909255.0,643,ovary,ovary_non_epithelial,ovary_mixed_germ_cell,Female,,2.0,-1.5947158601709552,Adherent,MEM + 10% FBS,48.4
ACH-001375,PACADD119,PACADD119_PANCREAS,,, ,pancreas, , ,Male,,2.0,-4.05753060747472,Adherent,DMEM:KSFM (1:1) + KSFM additives,27.3
ACH-001376,PACADD135,PACADD135_PANCREAS,,, ,pancreas, , ,Female,,,,,,
ACH-001377,PACADD137,PACADD137_PANCREAS,,, ,pancreas, , ,Female,,2.0,-3.4160205644374937,Adherent,DMEM:KSFM (1:1) + 20% FBS + KSFM additives,32.7
ACH-001378,PACADD159,PACADD159_PANCREAS,,, ,pancreas, , ,Male,,,,,,
ACH-001379,PACADD161,PACADD161_PANCREAS,,, ,pancreas, , ,Female,,2.0,-3.967146975991912,Adherent,DMEM:KSFM (1:1) + 20% FBS + KSFM additives,35
ACH-001380,PACADD165,PACADD165_PANCREAS,,, ,pancreas, , ,Male,,2.0,-4.7505696457471664,Adherent,DMEM:KSFM (1:1) + 20% FBS + KSFM additives,3.7
ACH-001382,PACADD188,PACADD188_PANCREAS,,, ,pancreas, , ,Female,,2.0,-1.6186271822496925,Adherent,DMEM:KSFM (1:1) + 20% FBS + KSFM additives,54.7
ACH-001383,PWR1E,PWR1E_PROSTATE,,1330993.0,23,prostate, , ,Male,,,,,,
ACH-001384,RO82W1,RO82W1_THYROID,,930083.0,1983,thyroid, , ,Female,,,,,,
ACH-001385,RPMI2650,RPMI2650_UPPER_AERODIGESTIVE_TRACT,,909700.0,1163,upper_aerodigestive,upper_aerodigestive_squamous, ,Male,,,,,,
ACH-001386,SCLC22H,SCLC22H_LUNG,,, ,lung,lung_small, ,Male,,,,,,
ACH-001388,SUM102PT,SUM102PT_BREAST,,, ,breast,TNBC, ,Female,,,,,,
ACH-001389,SUM1315MO2,SUM1315MO2_BREAST,,, ,breast,TNBC, ,Female,,,,,,
ACH-001390,SUM149PT,SUM149PT_BREAST,,, ,breast,TNBC, ,Female,,1.0,-2.8863603126243373,Adherent,F12 + 5% FBS + Insulin + HEPES + Hydrocortisone,37.7
ACH-001391,SUM159PT,SUM159PT_BREAST,,, ,breast,TNBC, ,Female,,1.0,-4.044541770689352,Adherent,F12 + 5% FBS + 5ug/ml Insulin + 10mM HEPES + 1ug/ml Hydrocortisone,7.4
ACH-001392,SUM185PE,SUM185PE_BREAST,,, ,breast,TNBC, ,Female,,,,,,
ACH-001393,SUM190PT,SUM190PT_BREAST,,, ,breast,HER2Amp, ,Female,,,,,,
ACH-001394,SUM229PE,SUM229PE_BREAST,,, ,breast,TNBC, ,Female,,2.0,-3.6191015311621264,Adherent,F12 + 5% FBS + 5ug/ml Insulin + 10mM HEPES + 1ug/ml Hydrocortisone,5
ACH-001395,SUM44PE,SUM44PE_BREAST,,, ,breast,ERpos, ,Female,,,,,,
ACH-001396,SUM52PE,SUM52PE_BREAST,,, ,breast,ERpos, ,Female,,1.0,-2.4087885550722667,Adherent,F12 + 5% FBS + 5ug/ml Insulin + 10mM HEPES + 1ug/ml Hydrocortisone,14.6
ACH-001397,SUM225CWN,SUM225CWN_BREAST,,, ,breast,HER2Amp, ,Female,,,,,,
ACH-001398,SW156,SW156_KIDNEY,,1240220.0,272,kidney, , ,Male,,,,,,
ACH-001399,SW626,SW626_LARGE_INTESTINE,,909753.0,2038,colorectal, , ,Female,,,,,,
ACH-001400,SW954,SW954_CERVIX,,924247.0,1182,cervix, , ,Female,,,,,,
ACH-001401,SW13,SW13_ADRENAL_CORTEX,,909744.0,270,adrenal_cortex, , ,Female,,,,,,
ACH-001402,SW756,SW756_CERVIX,,724839.0,1984,cervix, , ,Female,,2.0,-3.7087048385391177,Adherent,L15 + 10% FBS,9.3
ACH-001403,TO14,TO14_OVARY,,, ,ovary,ovary_adenocarcinoma, ,Female,,2.0,-4.267991083684984,Adherent,RPMI + 10% FBS + Glutamine + Pen-Strep,57.4
ACH-001407,UMUC13,UMUC13_URINARY_TRACT,,, ,urinary_tract, , ,Male,,2.0,-4.704488885563807,Adherent,MEM + 10% FBS + Glutamine + NEAA,15.3
ACH-001408,UMUC14,UMUC14_URINARY_TRACT,,, ,urinary_tract, , ,Male,,2.0,-4.509369574868451,Adherent,MEM + 10% FBS + Glutamine + NEAA,29.5
ACH-001409,UMUC16,UMUC16_URINARY_TRACT,,, ,urinary_tract, , ,Unknown,,1.0,-2.0421717975187166,Adherent,RPMI + 20% FBS,45
ACH-001410,UMUC4,UMUC4_URINARY_TRACT,,, ,urinary_tract, , ,Female,,,,,,
ACH-001411,UMUC5,UMUC5_URINARY_TRACT,,, ,urinary_tract, , ,Female,,2.0,-2.6832729451805264,Adherent,MEM + 10% FBS + Glutamine + NEAA,10.1
ACH-001412,UMUC10,UMUC10_URINARY_TRACT,,, ,urinary_tract, , ,Unknown,,2.0,-4.308328798830023,Adherent,MEM + 10% FBS + 1% NEAA + 2mM Glutamine,8.5
ACH-001413,UMUC11,UMUC11_URINARY_TRACT,,, ,urinary_tract, , ,Male,,2.0,-3.0580592950488086,Adherent,MEM + 10% FBS + 1% NEAA + 2mM Glutamine,18.1
ACH-001414,UMUC6,UMUC6_URINARY_TRACT,,, ,urinary_tract, , ,Male,,1.0,-4.00486566930048,Adherent,MEM + 10% FBS + Glutamine + NEAA,19.3
ACH-001415,UMUC7,UMUC7_URINARY_TRACT,,, ,urinary_tract, , ,Male,,2.0,-2.681436561929435,Adherent,MEM + 10% FBS,38.3
ACH-001416,UMUC9,UMUC9_URINARY_TRACT,,, ,urinary_tract, , ,Male,,2.0,-2.9389300793061195,Adherent,MEM + 10% FBS + Glutamine + NEAA,23.8
ACH-001417,UMC11,UMC11_LUNG,,909779.0,1914,lung, , ,Male,,,,,,
ACH-001418,UWB1289,UWB1289_OVARY,,1480374.0,1596,ovary,ovary_adenocarcinoma, ,Female,,,,,,
ACH-001421,WERIRb1,WERIRB1_AUTONOMIC_GANGLIA,,, ,eye,retinoblastoma, ,Female,,,,,,
ACH-001425,CCLFPEDS0004T,CCLFPEDS0004T_SOFT_TISSUE,,, ,soft_tissue,sarcoma_undifferentiated, ,Unknown,,,,,,
ACH-001430,TC138,TC138_BONE,,, ,bone,Ewing_sarcoma, ,Male,,2.0,-1.7138478189591713,Light Adherent or Suspension ,RPMI + 10% heat inactivated FBS + 2mM Glutamax,33.3
ACH-001431,TC205,TC205_BONE,,, ,bone,Ewing_sarcoma, ,Unknown,,2.0,-2.6552858977430622,Adherent,RPMI + 10% heat inactivated FBS + 2mM Glutamax,46.4
ACH-001433,CCLFPEDS0008T,CCLFPEDS0008T_SOFT_TISSUE,,, ,soft_tissue,epitheliod_sarcoma, ,Unknown,,2.0,-3.6162580873251504,Adherent,SMGM,55.2
ACH-001441,921,921_UVEA,,, ,eye,uveal_melanoma, ,Female,,,,,,
ACH-001442,A388,A388_SKIN,,910697.0,948,cervix, , ,Male,,,,,,
ACH-001443,ASH3,ASH3_THYROID,,1290722.0,891,thyroid, , ,Female,,,,,,
ACH-001450,BLUE1,BLUE1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,lymphoma,Burkitt_lymphoma, ,Male,,2.0,-3.4307504570877017,Suspension,RPMI + 20% FBS,13
ACH-001452,BONNA12,BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906695.0,196,leukemia, , ,Male,,,,,,
ACH-001453,BPH1,BPH1_PROSTATE,,924105.0,1223,prostate, , ,Male,,,,,,
ACH-001454,C10,C10_LARGE_INTESTINE,,, ,colorectal, , ,Male,,2.0,-1.6185352985381911,Adherent,IMDM + 10% FBS + 2mM Glutamine,11.5
ACH-001456,C125PM,C125PM_LARGE_INTESTINE,,, ,colorectal, , ,Unknown,,,,,,
ACH-001458,C75,C75_LARGE_INTESTINE,,, ,colorectal, , ,Male,,2.0,-2.3139928060903685,Adherent,IMDM + 10% FBS + 2mM Glutamine,57.1
ACH-001459,C80,C80_LARGE_INTESTINE,,, ,colorectal, , ,Male,,2.0,-2.5533170711982995,Adherent,IMDM + 10% FBS + 2mM Glutamine,10.8
ACH-001460,C84,C84_LARGE_INTESTINE,,, ,colorectal, , ,Male,,2.0,-4.127114303873646,Semi-adherent,IMDM + 10% FBS + 1% Glutamax,9.4
ACH-001461,C99,C99_LARGE_INTESTINE,,, ,colorectal, , ,Male,,2.0,-1.6016538606769726,Adherent,IMDM + 10% FBS + 2mM Glutamine,54.6
ACH-001484,CI,CI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,leukemia, , ,Female,,2.0,-3.0122138198602446,Suspension,RPMI + 20% FBS,14.2
ACH-001485,CII,CII_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,leukemia, , ,Female,,,,,,
ACH-001489,CORL32,CORL32_LUNG,,1322212.0,1168,lung,lung_NSC,lung_squamous,Unknown,,,,,,
ACH-001490,CORL321,CORL321_LUNG,,1322213.0,1484,lung, , ,Female,,,,,,
ACH-001494,EGI1,EGI1_BILIARY_TRACT,,906853.0,1315,bile_duct,cholangiocarcinoma,extrahepatic,Male,,2.0,-4.427422756678719,Adherent,MEM + 10% FBS + 4mM L-glutamine + 1mM Sodium pyruvate + 2x MEM NEAA + EAA,22.1
ACH-001496,ESO26,ESO26_OESOPHAGUS,,1503366.0,1680,esophagus,esophagus_adenocarcinoma, ,Male,,2.0,-6.07058744991241,Semi-Adherent,RPMI + 10% FBS + 2mM Glutamine,7.7
ACH-001497,ESO51,ESO51_OESOPHAGUS,,1503367.0,668,esophagus,esophagus_adenocarcinoma, ,Male,,,,,,
ACH-001498,FARAGE,FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1297449.0,1772,lymphoma,B-cell_ALL, ,Female,,,,,,
ACH-001500,FLO1,FLO1_OESOPHAGUS,,1503361.0,1019,esophagus,esophagus_adenocarcinoma, ,Male,,2.0,-3.1227455184102006,Adherent,DMEM + 10% FBS + 2mM Glutamine,29.9
ACH-001509,H357,H357_UPPER_AERODIGESTIVE_TRACT,,, ,upper_aerodigestive,upper_aerodigestive_squamous, ,Male,,,,,,
ACH-001514,HCC1008,HCC1008_BREAST,,, ,breast, , ,Female,,,,,,
ACH-001517,HEC1,HEC1_ENDOMETRIUM,,907051.0,474,uterus,uterus_endometrium, ,Female,,,,,,
ACH-001519,HEMCSS,HEMCSS_BONE,,907290.0,1921,bone,chondrosarcoma, ,Female,,,,,,
ACH-001521,HKA1,HKA1_SKIN,,, ,skin,skin_squamous,keratoacanthoma,Female,,1.0,-2.9487951756385984,Adherent,DMEM + 20% FBS,22.9
ACH-001522,HMY1,HMY1_SKIN,,, ,skin,melanoma, ,Male,,2.0,-3.7106253001633416,Adherent,DMEM + 10% FBS,14.5
ACH-001523,HSC1,HSC1_SKIN,,, ,skin,skin_squamous, ,Male,,2.0,-3.9816984763012258,Adherent,DMEM + 20% FBS,14.6
ACH-001524,HSC5,HSC5_SKIN,,, ,skin,skin_squamous, ,Male,,2.0,-3.867152746116497,Adherent,IMDM + 10% FBS,10.8
ACH-001525,HT3,HT3_CERVIX,,907068.0,1393,cervix, , ,Female,,,,,,
ACH-001526,HUO9,HUO9_BONE,,907072.0,330,bone,osteosarcoma, ,Female,,2.0,-2.94660979095496,,RPMI + 10% FBS,45.6
ACH-001528,IHH4,IHH4_THYROID,,1240154.0,331,thyroid, , ,Male,,,,,,
ACH-001529,JAR,JAR_PLACENTA,,907175.0,633,uterus,choriocarcinoma, ,Male,,2.0,-4.273362250293623,Adherent,RPMI + 10% FBS + 1% L-glutamine + 1% HEPES,2.2
ACH-001530,JEG3,JEG3_PLACENTA,,907176.0,1195,uterus,choriocarcinoma, ,Male,,,,,,
ACH-001532,JMURTK2,JMURTK2_SOFT_TISSUE,,, ,rhabdoid, , ,Female,,2.0,-3.736770447782913,Adherent,DMEM + 10% heat inactivated FBS,30.5
ACH-001536,KKU100,KKU100_BILIARY_TRACT,,, ,bile_duct,cholangiocarcinoma, ,Female,,2.0,-2.4438924051195854,Adherent,DMEM + 10% FBS,35.9
ACH-001538,KKU213,KKU213_BILIARY_TRACT,KKU-M213,, ,bile_duct,cholangiocarcinoma,intrahepatic,Male,,2.0,-3.765308898957957,Adherent,DMEM + 10% FBS,20.9
ACH-001540,KMLS1,KMLS1_SOFT_TISSUE,,, ,soft_tissue,liposarcoma, ,Unknown,,,,,,
ACH-001541,KMS28PE,KMS28PE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,multiple_myeloma, , ,Female,,,,,,
ACH-001542,KON,KON_UPPER_AERODIGESTIVE_TRACT,,1298215.0,314,upper_aerodigestive, , ,Male,,,,,,
ACH-001544,KYAE1,KYAE1_OESOPHAGUS,,1503368.0,1624,esophagus, , ,Male,,,,,,
ACH-001546,LIM1215,LIM1215_LARGE_INTESTINE,,, ,colorectal, , ,Male,,,,,,
ACH-001548,LS,LS_AUTONOMIC_GANGLIA,,, ,peripheral_nervous_system,neuroblastoma, ,Female,,2.0,-2.162014668764106,Adherent,RPMI + 10% FBS,26.9
ACH-001549,LU135,LU135_LUNG,,713899.0,207,lung,lung_small, ,Male,,,,,,
ACH-001550,MCC13,MCC13_SKIN,,, ,skin,Merkel, ,Female,,2.0,-3.9176153239038887,Adherent,RPMI + 15% FBS + 2mM L-glutamine + 25mM HEPES,43
ACH-001551,MCC142,MCC142_SKIN,,, ,skin,Merkel, ,Male,,2.0,-4.726539474975028,Adherent,RPMI + 15% FBS + 2mM L-glutamine + 25mM HEPES,10.7
ACH-001552,MCC26,MCC26_SKIN,,, ,skin,Merkel, ,Female,,2.0,-2.6844548423254544,Adherent,RPMI + 15% FBS + 2mM L-glutamine + 25mM HEPES,49.3
ACH-001554,MEL202,MEL202_UVEA,,, ,eye,uveal_melanoma, ,Female,,2.0,-4.76121054680541,Adherent,RPMI + 10% FBS + 2mM Glutamine,26.8
ACH-001555,MERO14,MERO14_PLEURA,,, ,mesothelioma, , ,Male,,2.0,-2.468670232032245,Adherent,F12 + 15% FBS + 1% Glutamax,14.5
ACH-001556,MERO25,MERO25_PLEURA,,, ,mesothelioma, , ,Male,,,,,,
ACH-001557,MERO41,MERO41_PLEURA,,, ,mesothelioma, , ,Male,,,,,,
ACH-001558,MERO48A,MERO48A_PLEURA,,, ,mesothelioma, , ,Male,,,,,,
ACH-001559,MERO82,MERO82_PLEURA,,, ,mesothelioma, , ,Unknown,,,,,,
ACH-001560,MERO83,MERO83_PLEURA,,, ,mesothelioma, , ,Male,,,,,,
ACH-001561,MERO84,MERO84_PLEURA,,, ,mesothelioma, , ,Male,,,,,,
ACH-001562,MERO95,MERO95_PLEURA,,, ,mesothelioma, , ,Male,,,,,,
ACH-001563,MM127,MM127_SKIN,,, ,skin,melanoma, ,Male,,2.0,-3.5808382299077293,Adherent,RPMI + 10% FBS + 2mM L-glutamine + 25mM HEPES,36.8
ACH-001566,MM370,MM370_SKIN,,, ,skin,melanoma, ,Male,,1.0,-4.203145400474509,Adherent,RPMI + 10% FBS + 1% L-glutamine + 1% HEPES,15.8
ACH-001567,MM383,MM383_SKIN,,, ,skin,melanoma, ,Male,,2.0,-4.024632199789911,Adherent,RPMI + 1% L-glutamine + 1% HEPES,12.6
ACH-001568,MM386,MM386_SKIN,,, ,skin,melanoma, ,Male,,2.0,-4.66641181556753,Adherent,RPMI + 1% Glutamax + HEPES,10.5
ACH-001569,MM415,MM415_SKIN,,, ,skin,melanoma, ,Male,,,,,,
ACH-001570,MM426,MM426_SKIN,,, ,skin,melanoma, ,Male,,2.0,-4.118762935143671,Adherent,RPMI + 10% FBS + 2mM L-glutamine + 25mM HEPES,44.5
ACH-001573,MOLM1,MOLM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,leukemia,AML, ,Male,,,,,,
ACH-001578,NCCIT,NCCIT_TESTIS,,908441.0,1098,embryo, , ,Male,,,,,,
ACH-001591,NCIH1417,NCIH1417_LUNG,H1417,688001.0,423,lung,lung_small, ,Female,,,,,,
ACH-001599,NCIH64,NCIH64_LUNG,H64,688026.0,1371,lung,lung_small, ,Female,,,,,,
ACH-001603,NH12,NH12_AUTONOMIC_GANGLIA,,908447.0,1546,peripheral_nervous_system,neuroblastoma, ,Male,,,,,,
ACH-001605,NO10,NO10_CENTRAL_NERVOUS_SYSTEM,ONDA10,908452.0,36,central_nervous_system,glioma,glioblastoma,Male,,,,,,
ACH-001606,NO11,NO11_CENTRAL_NERVOUS_SYSTEM,ONDA11,908450.0,1489,central_nervous_system,glioma,glioblastoma,Female,,,,,,
ACH-001607,NOZ,NOZ_LIVER,,, ,bile_duct,gallbladder, ,Female,,2.0,-3.645285063628919,Adherent,William's E Medium + 10% FBS,4.3
ACH-001610,NP5,NP5_CENTRAL_NERVOUS_SYSTEM,,, ,central_nervous_system,glioma,glioblastoma,Male,,2.0,-2.187825602263408,Adherent,DMEM + 10% FBS,26.4
ACH-001611,NP8,NP8_CENTRAL_NERVOUS_SYSTEM,,, ,central_nervous_system,glioma,glioblastoma,Female,,1.0,-3.7290387675849535,Adherent,DMEM + 10% FBS,45.6
ACH-001617,OCILY7,OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1659819.0,1606,lymphoma,B-cell_lymphoma_other, ,Male,,,,,,
ACH-001618,OCIM2,OCIM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,leukemia,AML, ,Unknown,,2.0,-3.192197824542848,,IMDM + 20% FBS,15.2
ACH-001624,ONDA9,ONDA9_CENTRAL_NERVOUS_SYSTEM,,, ,central_nervous_system,glioma,glioblastoma,Male,,2.0,-2.220867027155464,Adherent,DMEM + 10% FBS,23
ACH-001625,OSC19,OSC19_UPPER_AERODIGESTIVE_TRACT,,1298362.0,1253,upper_aerodigestive,upper_aerodigestive_squamous, ,Male,,,,,,
ACH-001626,OSC20,OSC20_UPPER_AERODIGESTIVE_TRACT,,1240196.0,1254,upper_aerodigestive,upper_aerodigestive_squamous, ,Female,,,,,,
ACH-001628,PEA1,PEA1_OVARY,,, ,ovary,ovary_adenocarcinoma, ,Female,,2.0,-2.491588513279267,Adherent,RPMI + 10% FBS + 2mM Glutamine + Sodium pyruvate,20.8
ACH-001630,PEO1,PEO1_OVARY,,1480372.0,177,ovary,ovary_adenocarcinoma, ,Female,,,,,,
ACH-001632,PEO4,PEO4_OVARY,,, ,ovary,ovary_adenocarcinoma, ,Female,,,,,,
ACH-001634,PGA1,PGA1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,leukemia, , ,Male,,2.0,-2.8489955507207374,Suspension,RPMI + 10% FBS,7.3
ACH-001638,RCK8,RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330995.0,283,lymphoma, , ,Male,,,,,,
ACH-001639,ROS50,ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331025.0,1764,leukemia,B-cell_ALL, ,Male,,,,,,
ACH-001641,SAT,SAT_UPPER_AERODIGESTIVE_TRACT,,1299050.0,562,upper_aerodigestive, , ,Unknown,,,,,,
ACH-001642,SCC3,SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910930.0,1475,lymphoma, , ,Female,,,,,,
ACH-001645,SEKI,SEKI_SKIN,,, ,skin,melanoma, ,Female,,2.0,-3.0538411615418566,Suspension,RPMI + 20% FBS,27.5
ACH-001647,SHI1,SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,leukemia,AML, ,Male,,2.0,-3.6327793066711576,,IMDM + 20% FBS,35.9
ACH-001650,SISO,SISO_CERVIX,,1240212.0,1498,cervix, , ,Female,,3.0,-4.479122947896759,Adherent,RPMI + 10% heat inactivated FBS,9.4
ACH-001651,SKGI,SKGI_ENDOMETRIUM,,, ,uterus,uterus_endometrium, ,Female,,2.0,-2.8900847199208886,,F12 + 10% FBS,6.1
ACH-001653,SKGT2,SKGT2_STOMACH,,1503364.0,1868,gastric,gastric_adenocarcinoma, ,Male,,2.0,-4.775866535852302,Adherent,RPMI + 10% FBS + 2mM Glutamine,8.8
ACH-001654,SKGT4,SKGT4_OESOPHAGUS,,1503365.0,2164,esophagus,esophagus_adenocarcinoma, ,Male,,2.0,-4.141402442853342,Adherent,RPMI + 10% FBS + 2mM Glutamine,11.6
ACH-001655,SKN,SKN_ENDOMETRIUM,,1240215.0,791,uterus,uterus_endometrium, ,Female,,,,,,
ACH-001656,SKNO1,SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,leukemia,AML, ,Male,,,,,,
ACH-001664,SNU638,SNU638_STOMACH,,, ,gastric, , ,Male,,2.0,-5.43770130889145,Adherent,RPMI + 10% FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate + 100units/ml Pen-Strep,3.9
ACH-001665,SR,SR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905965.0,794, , , ,Male,,,,,,
ACH-001668,SUSA,SUSA_TESTIS,,, ,embryo, , ,Male,,,,,,
ACH-001670,TASK1,TASK1_CENTRAL_NERVOUS_SYSTEM,,, ,peripheral_nervous_system,PNET, ,Female,,,,,,
ACH-001673,TFK1,TFK1_BILIARY_TRACT,,, ,bile_duct,cholangiocarcinoma,extrahepatic,Male,,2.0,-5.4743080428820505,Adherent,RPMI + 10% heat inactivated FBS,9.1
ACH-001674,TGW,TGW_AUTONOMIC_GANGLIA,,910780.0,1752,peripheral_nervous_system,neuroblastoma, ,Male,,,,,,
ACH-001677,U2904,U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,lymphoma,B-cell_lymphoma_other, ,Male,,2.0,-2.162332666419999,,RPMI + 10% FBS,44.1
ACH-001680,U698M,U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909777.0,548,lymphoma,lymphoblastic_lymphoma, ,Male,,,,,,
ACH-001702,VAESBJ,VAESBJ_SOFT_TISSUE,,688121.0,1004,soft_tissue,epitheliod_sarcoma, ,Male,,,,,,
ACH-001703,VAL,VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331048.0,2221,lymphoma,B-cell_ALL, ,Female,,,,,,
ACH-001704,VMRCMELG,VMRCMELG_SKIN,,930301.0,158,skin,melanoma, ,Male,,,,,,
ACH-001709,WSUNHL,WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909785.0,601,lymphoma,B-cell_lymphoma_other, ,Female,,,,,,
ACH-001711,PFSK1,PFSK1_CENTRAL_NERVOUS_SYSTEM,,683667.0,1682,central_nervous_system,PNET, ,Male,,,,,,
ACH-001715,CAL72,CAL72_BONE,,906827.0,550,bone,osteosarcoma, ,Male,,2.0,-2.9497309944326786,Adherent,DMEM + 10% FBS + 2mM L-glutamine + 1x Insulin-Transferrin-Selenium,43.2
ACH-001716,GOTO,GOTO_AUTONOMIC_GANGLIA,,906875.0,1009,peripheral_nervous_system,neuroblastoma, ,Male,,,,,,
ACH-001735,SEMK2,SEMK2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,leukemia,B-cell_ALL, ,Female,,2.0,-3.1834688258768065,Suspension,RPMI + 10% FBS,29.3
ACH-001736,HB1119,HB1119_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,leukemia,B-cell_ALL, ,Unknown,,2.0,-4.793337925284949,Suspension,RPMI + 10% FBS,9.3
ACH-001737,HSB2,HSB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,leukemia,T-cell_ALL, ,Unknown,,1.0,-1.6592716654470765,Suspension,RPMI + 10% FBS,32.9
ACH-001738,CCRFCEM,CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905952.0,1151,leukemia,T-cell_ALL, ,Female,,,,,,
ACH-001740,RH28,RH28_SOFT_TISSUE,,, ,rhabdomyosarcoma, , ,Male,,3.0,-3.5332022046807254,Adherent,DMEM + 10% FBS,60.8
ACH-001741,RMS13,RMS13_SOFT_TISSUE,,, ,rhabdomyosarcoma, , ,Unknown,,,,,,
ACH-001743,RC2,RC2_SOFT_TISSUE,,, ,rhabdomyosarcoma, , ,Unknown,"Pier-Luigi Lollini, Interdepartmental Centre for Cancer Research ""Giorgio Prodi"", University of Bologna, Via Massarenti 9, Bologna, 40138, Italy",,,,,
ACH-001745,RHJT,RHJT_SOFT_TISSUE,,, ,rhabdomyosarcoma, , ,Unknown,,3.0,-4.124043610135457,Adherent,DMEM + 10% FBS,64.4
ACH-001750,TTC442,TTC442_SOFT_TISSUE,,, ,rhabdomyosarcoma, , ,Male,Triche lab,2.0,-3.9565772099129393,Adherent,DMEM + 10% FBS,41.7
ACH-001751,RH36,RH36_SOFT_TISSUE,,, ,rhabdomyosarcoma, , ,Male,"Peter Houghton, The Research Institute at Nationwide Childrens Hospital, Columbus OH",,,,,
ACH-001765,RH4,RH4_SOFT_TISSUE,,, ,rhabdomyosarcoma, , ,Female,Tom Look,3.0,-4.512512121323551,Adherent,DMEM + 10% FBS,27.4
ACH-001767,CCLFPEDS0018T,CCLFPEDS0018T_SOFT_TISSUE,,, ,fibroblast, , ,Unknown,,,,,,
ACH-001790,RH18DM,RH18DM_SOFT_TISSUE,,, ,rhabdomyosarcoma, , ,Unknown,,2.0,-1.3396392991969106,Adherent,RPMI + 20% FBS,32.9
ACH-001791,LPS6,LPS6_SOFT_TISSUE,,, ,soft_tissue,liposarcoma, ,Unknown,,2.0,-3.0943564789985496,Adherent,DMEM:F12 (1:1) + 10% FBS + 1% Glutamax + 1% Pen-Strep,31.4
ACH-001793,LPS27,LPS27_SOFT_TISSUE,,, ,soft_tissue,liposarcoma, ,Unknown,,2.0,-4.014011274592938,Adherent,DMEM:F12 (1:1) + 10% FBS + 1% Glutamax + 1% Pen-Strep,51.7
ACH-001794,93T449,93T449_SOFT_TISSUE,,, ,soft_tissue,liposarcoma, ,Unknown,,,,,,
ACH-001796,95T1000,95T1000_SOFT_TISSUE,,, ,soft_tissue,liposarcoma, ,Unknown,,2.0,-3.4194175266715883,Adherent,RPMI + 10% FBS + 1% Pen-Strep,19.7
ACH-001814,OS252,OS252_BONE,,, ,bone,osteosarcoma, ,Unknown,,2.0,-2.2243749585409622,Adherent,MEM + 20% FBS + 1% Sodium pyruvate + 1% NEAA,33.4
ACH-001818,C396,C396_BONE,,, ,bone,osteosarcoma, ,Unknown,,,,,,
ACH-001819,MFM223,MFM223_BREAST,,, ,breast, , ,Female,,,,,,
ACH-001820,COLO824,COLO824_BREAST,,, ,breast, , ,Female,,,,,,
ACH-001827,184B5,184B5_BREAST,HMEC-184B5,, , , , ,,,,,,,
